"","countrycode","countryname","regioncode","coveragetype","year","datayear","datatype","isinterpolated","usemicrodata","ppp","povertyline","mean","headcount","povertygap","povertygapsq","watts","gini","median","mld","polarization","population","decile1","decile2","decile3","decile4","decile5","decile6","decile7","decile8","decile9","decile10"
"1","ALB","Albania","ECA","N",1996,1996,"consumption",0,1,58.16801,40.5,187.8427,0.9995166,0.8475605,0.7246133,1.999835,0.2701034,165.0867,0.1191043,NA,3.168033,0.03863,0.05289,0.06379,0.07322,0.0838,0.09355,0.1082,0.1247,0.149,0.2122
"2","ALB","Albania","ECA","N",2002,2002,"consumption",0,1,58.16801,40.5,191.988,0.9988478,0.8447887,0.724252,2.024142,0.3173898,158.363,0.1648116,NA,3.05101,0.03494,0.04859,0.05842,0.06738,0.07653,0.08839,0.1023,0.1198,0.1493,0.2544
"3","ALB","Albania","ECA","N",2005,2005,"consumption",0,1,58.16801,40.5,217.0335,0.9985516,0.8245098,0.691947,1.891187,0.3059566,184.6848,0.1544128,NA,3.011487,0.03483,0.0492,0.05977,0.06921,0.07988,0.09037,0.1037,0.1213,0.1483,0.2434
"4","ALB","Albania","ECA","N",2008,2008,"consumption",0,1,58.16801,40.5,237.5353,0.9969743,0.8094414,0.668733,1.796143,0.2998467,198.7757,0.1488934,NA,2.947314,0.03734,0.05137,0.06088,0.06984,0.07912,0.08924,0.103,0.1193,0.1454,0.2446
"5","ALB","Albania","ECA","N",2012,2012,"consumption",0,1,58.16801,40.5,225.2692,0.9990749,0.817565,0.679445,1.837734,0.2896048,195.0467,0.1384171,NA,2.900401,0.0366,0.05193,0.06144,0.07031,0.08084,0.09257,0.1052,0.1229,0.1489,0.2293
"6","ALB","Albania","ECA","N",2014,2014,"consumption",0,1,58.16801,40.5,240.0998,0.9988537,0.8053203,0.6660176,1.834074,0.345989,196.3965,0.1986616,NA,2.889104,0.02853,0.04174,0.05223,0.06312,0.07512,0.08933,0.1059,0.1272,0.1613,0.2554
"7","ALB","Albania","ECA","N",2015,2015,"consumption",0,1,58.16801,40.5,242.8672,0.9996466,0.802916,0.661048,1.801262,0.3291291,199.3308,0.1774243,NA,2.880703,0.03133,0.04524,0.05543,0.06559,0.07608,0.08893,0.1047,0.125,0.1587,0.2489
"8","ALB","Albania","ECA","N",2016,2016,"consumption",0,1,58.16801,40.5,247.6767,0.9992524,0.799222,0.6562481,1.792003,0.3370824,203.5201,0.1876481,NA,2.876101,0.02962,0.04366,0.05427,0.06419,0.0754,0.08895,0.1053,0.1275,0.1608,0.2503
"9","ALB","Albania","ECA","N",2017,2017,"consumption",0,1,58.16801,40.5,245.9924,0.9991266,0.8006419,0.6577194,1.792902,0.3317109,201.9203,0.1816586,NA,2.873457,0.03074,0.04445,0.05469,0.06499,0.07604,0.08907,0.1056,0.127,0.1597,0.2477
"10","DZA","Algeria","MNA","N",1988,1988,"consumption",0,0,31.77229,40.5,200.4312,0.995433,0.8465688,0.7324654,2.1097,0.4019491,149.1409,0.2817323,0.3079208,24.443467,0.027,0.03839,0.04869,0.05868,0.06898,0.08035,0.09398,0.1124,0.1434,0.3281
"11","DZA","Algeria","MNA","N",1995,1995,"consumption",0,0,31.77229,40.5,190.9572,0.99999,0.99998,0.99997,2.084186,0.3533005,154.4681,0.2085176,0.3133712,28.757785,0.02872,0.04094,0.05222,0.06329,0.0748,0.08756,0.1029,0.1234,0.1573,0.2689
