"","countrycode","countryname","regioncode","coveragetype","year","datayear","datatype","isinterpolated","usemicrodata","ppp","povertyline","mean","headcount","povertygap","povertygapsq","watts","gini","median","mld","polarization","population","decile1","decile2","decile3","decile4","decile5","decile6","decile7","decile8","decile9","decile10"
"1","ALB","Albania","ECA","N",1996,1996,"consumption",0,1,58.16801,2.8,187.8427,0.08440286,0.01504674,0.004303212,0.0180326,0.2701034,165.0867,0.1191043,NA,3.168033,0.03863,0.05289,0.06379,0.07322,0.0838,0.09355,0.1082,0.1247,0.149,0.2122
"2","ALB","Albania","ECA","N",2002,2002,"consumption",0,1,58.16801,2.8,191.988,0.1106902,0.02141658,0.006592707,0.02618992,0.3173898,158.363,0.1648116,NA,3.05101,0.03494,0.04859,0.05842,0.06738,0.07653,0.08839,0.1023,0.1198,0.1493,0.2544
"3","ALB","Albania","ECA","N",2005,2005,"consumption",0,1,58.16801,2.8,217.0335,0.07142968,0.01313616,0.003852737,0.01577955,0.3059566,184.6848,0.1544128,NA,3.011487,0.03483,0.0492,0.05977,0.06921,0.07988,0.09037,0.1037,0.1213,0.1483,0.2434
"4","ALB","Albania","ECA","N",2008,2008,"consumption",0,1,58.16801,2.8,237.5353,0.035128,0.004815271,0.001322444,0.005726732,0.2998467,198.7757,0.1488934,NA,2.947314,0.03734,0.05137,0.06088,0.06984,0.07912,0.08924,0.103,0.1193,0.1454,0.2446
"5","ALB","Albania","ECA","N",2012,2012,"consumption",0,1,58.16801,2.8,225.2692,0.04713111,0.009777971,0.003317767,0.01227828,0.2896048,195.0467,0.1384171,NA,2.900401,0.0366,0.05193,0.06144,0.07031,0.08084,0.09257,0.1052,0.1229,0.1489,0.2293
"6","DZA","Algeria","MNA","N",1988,1988,"consumption",0,0,31.77229,2.8,200.4312,0.1887375,0.04626158,0.01543355,0.05980502,0.4019491,149.1409,0.2817323,0.3079208,24.591492,0.027,0.03839,0.04869,0.05868,0.06898,0.08035,0.09398,0.1124,0.1434,0.3281
"7","DZA","Algeria","MNA","N",1995,1995,"consumption",0,0,31.77229,2.8,190.9572,0.1797642,0.04511448,0.01661261,0.05701192,0.3533005,154.4681,0.2085176,0.3133712,28.904298,0.02872,0.04094,0.05222,0.06329,0.0748,0.08756,0.1029,0.1234,0.1573,0.2689
"8","DZA","Algeria","MNA","N",2011,2011.17,"consumption",0,0,31.77229,2.8,247.7322,0.02099397,0.004530472,0.002030315,0.005038238,0.2761573,215.9956,0.1253313,0.2260456,36.819558,0.04046,0.05315,0.06358,0.07306,0.08239,0.09232,0.1039,0.119,0.1436,0.2286
"9","AGO","Angola","SSA","N",2000,2000.21,"consumption",0,1,73.83312,2.8,136.7125,0.4919285,0.2323407,0.1445607,0.4079544,0.5195689,86.47519,0.5125765,NA,16.440924,0.009832,0.02195,0.03342,0.04495,0.05663,0.07049,0.08808,0.1135,0.1587,0.4025
"10","AGO","Angola","SSA","N",2008,2008.5,"consumption",0,1,73.83312,2.8,120.7577,0.4896215,0.193962,0.1004076,0.2864455,0.4271552,87.02627,0.3116315,NA,21.75942,0.02072,0.03357,0.04316,0.05305,0.06543,0.0792,0.09651,0.1229,0.1623,0.3231
"11","ARG","Argentina","LAC","U",1980,1980,"income",0,0,2.768382,2.8,796.8967,0.008707016,0.003199886,0.002307591,0.002472342,0.4083086,609.356,0.2918472,0.3728986,23.296127,0.0201,0.03286,0.04493,0.05698,0.06969,0.08395,0.1012,0.1247,0.1638,0.3018
"12","ARG","Argentina","LAC","U",1986,1986,"income",0,0,2.768382,2.8,863.0112,0,0,0,0,0.4278756,635.2688,0.319819,0.3799595,26.365972,0.01951,0.03164,0.04318,0.05476,0.06704,0.08088,0.09776,0.1209,0.16,0.3243
"13","ARG","Argentina","LAC","U",1987,1987,"income",0,0,2.768382,2.8,788.8666,0,0,0,0,0.4527689,557.7358,0.362684,0.4058292,26.891584,0.01725,0.02884,0.04012,0.05164,0.06403,0.07815,0.09553,0.1195,0.1607,0.3442
"14","ARG","Argentina","LAC","U",1991,1991,"income",0,1,2.768382,2.8,559.907,0.02780603,0.01020051,0.006991658,0.007799803,0.4676174,370.9952,0.4350875,NA,28.987585,0.01745,0.03069,0.04047,0.05019,0.06037,0.07248,0.08895,0.1152,0.1582,0.366
"15","ARG","Argentina","LAC","U",1992,1992,"income",0,1,2.768382,2.8,564.6129,0.04002315,0.01724112,0.0123609,0.01295682,0.4546809,387.9738,0.390243,NA,29.462392,0.01602,0.02998,0.0407,0.05126,0.06209,0.07652,0.09423,0.1206,0.1657,0.3429
"16","ARG","Argentina","LAC","U",1993,1993,"income",0,1,2.768382,2.8,566.0145,0.04392388,0.01932577,0.01321151,0.01547629,0.4485629,396.681,0.3879424,NA,29.933012,0.01484,0.02966,0.04098,0.05217,0.06421,0.07899,0.09672,0.1234,0.167,0.332
"17","ARG","Argentina","LAC","U",1994,1994,"income",0,1,2.768382,2.8,558.6381,0.04274629,0.01981004,0.01512529,0.01137835,0.459168,383.2049,0.4110283,NA,30.397318,0.01496,0.02883,0.03958,0.05065,0.06317,0.07715,0.09503,0.121,0.1652,0.3444
"18","ARG","Argentina","LAC","U",1995,1995,"income",0,1,2.768382,2.8,530.8553,0.07043782,0.03383398,0.02416333,0.0269277,0.489044,354.3608,0.4811141,NA,30.852828,0.01133,0.02629,0.03686,0.04735,0.05911,0.07357,0.09075,0.1169,0.1683,0.3696
"19","ARG","Argentina","LAC","U",1996,1996,"income",0,1,2.768382,2.8,520.0662,0.0790228,0.03893973,0.02951569,0.03217379,0.4952443,339.9869,0.5106798,NA,31.298956,0.01035,0.02481,0.03557,0.0464,0.05834,0.07303,0.09203,0.1199,0.1708,0.3687
"20","ARG","Argentina","LAC","U",1997,1997,"income",0,1,2.768382,2.8,544.8122,0.07486897,0.03402327,0.02426186,0.02815814,0.4911048,363.9732,0.4894943,NA,31.735996,0.01083,0.02468,0.03516,0.04687,0.05938,0.07306,0.09277,0.1207,0.1729,0.3636
"21","ARG","Argentina","LAC","U",1998,1998,"income",0,1,2.768382,2.8,529.1501,0.07972954,0.03516135,0.02345149,0.03422707,0.5073364,333.0621,0.5092632,NA,32.167673,0.01065,0.02343,0.03365,0.04435,0.05636,0.07064,0.09055,0.1196,0.1703,0.3805
"22","ARG","Argentina","LAC","U",1999,1999,"income",0,1,2.768382,2.8,504.4869,0.08451485,0.03752336,0.02617356,0.03579104,0.4979204,330.8386,0.4997418,NA,32.599189,0.01071,0.02419,0.03464,0.04524,0.05793,0.07297,0.09181,0.1209,0.1711,0.3705
